# t (s)	mx ()	my ()	mz ()	Ku1.region100 (J/m3)	Dind.region100 (J/m2)
5.635009239186868e-09	3.6286034e-09	-1.4559913e-09	0.94269824	790634.2	0.0028786943
5.640022946558167e-09	1.5166576e-09	1.9413218e-09	0.94103056	786128.5	0.0028798745
5.645011358356494e-09	-4.6713056e-09	1.4559913e-09	0.93929976	781863.75	0.0028810673
5.650025526909545e-09	-1.7593228e-09	-6.3092958e-09	0.937661	777864	0.0028822855
5.65501458114611e-09	4.367974e-09	0	0.93608487	774232.75	0.0028835158
5.66000386602433e-09	-1.6455736e-09	4.8533044e-09	0.93441397	771005.75	0.002884765
5.665018607259764e-09	-2.8816496e-09	-2.9119827e-09	0.932862	768221.4	0.0028860378
5.670007903366048e-09	1.8503223e-09	-4.8533044e-10	0.93151075	765951.06	0.002887323
5.675022870239981e-09	-8.796614e-10	-1.9413218e-09	0.9302121	764208.06	0.0028886325
5.680012006947447e-09	6.0666305e-10	9.706609e-10	0.92913216	763037.56	0.0028899529
5.685001314983979e-09	-1.5924905e-09	0	0.9284156	762447.3	0.0028912905
5.690016360374457e-09	-7.4316225e-10	-9.706609e-10	0.92801553	762448.4	0.0028926518
5.69500581745684e-09	-2.6996505e-09	-1.9413218e-09	0.9279048	763040.75	0.0028940234
5.700020931207467e-09	3.3214802e-09	-5.8239653e-09	0.92823434	764221	0.0028954193
5.7050104639100856e-09	3.7764774e-09	5.338635e-09	0.92901975	765958.5	0.0028968244
5.710025407371923e-09	-9.934108e-09	1.9413218e-09	0.9300651	768243.56	0.0028982523
5.715014515621633e-09	-8.0382856e-10	-8.735948e-09	0.9314135	771016.8	0.0028996896
5.720003435810516e-09	6.915959e-09	-1.9413218e-09	0.9330905	774245.1	0.0029011422
5.725017875264556e-09	1.7517395e-09	5.338635e-09	0.9348666	777897.3	0.0029026181
5.730006465427686e-09	-4.5120565e-09	3.397313e-09	0.93664885	781878.44	0.0029041017
5.735020555184852e-09	-1.6683234e-09	-5.338635e-09	0.9384764	786166.75	0.0029056082
5.740009023110961e-09	4.307308e-09	9.706609e-10	0.9402095	790650.9	0.0029071216
5.745022832114896e-09	-3.2911471e-09	4.367974e-09	0.94173133	795305.56	0.0029086575
5.750025961158541e-09	-1.6986565e-09	-3.8826435e-09	0.94311756	800021.1	0.002910205
5.755015510612951e-09	4.292141e-09	-4.8533044e-10	0.9443935	804070.25	0.0029117619
5.760003196961203e-09	1.06166034e-10	3.8826435e-09	0.94540596	808054.06	0.0029133323
5.7650161480016475e-09	-6.976625e-09	-3.8826435e-09	0.946311	811930.56	0.0029149244
5.770003416166402e-09	6.8552923e-09	-4.8533044e-09	0.9471703	815599.6	0.0029165214
5.775016255314553e-09	2.5934845e-09	7.2799566e-09	0.94788086	819040.9	0.002918141
5.780003257733831e-09	-8.311284e-09	0	0.9485471	822164.9	0.002919764
5.785015812730949e-09	1.9109887e-09	-6.794626e-09	0.9492588	824954.25	0.002921408
5.79000274843089e-09	2.9271492e-09	2.9119827e-09	0.94989157	827337.1	0.0029230563
5.795015053946313e-09	-2.8209832e-09	1.4559913e-09	0.9504263	829299.8	0.002924725
5.80000160783929e-09	7.128291e-10	-2.9119827e-09	0.9509286	830791.8	0.002926397
5.805013690877673e-09	2.3204862e-09	-4.8533044e-10	0.9512386	831804.6	0.0029280894
5.810000193811678e-09	-1.3043255e-09	4.8533044e-10	0.9512885	832312.06	0.0029297844
5.815012108530701e-09	-1.3649919e-10	-1.9413218e-09	0.9511931	832311.44	0.0029314992
5.820024231676091e-09	6.5216277e-10	1.9413218e-09	0.9508329	831798.8	0.002933225
5.8250108869061406e-09	-5.657133e-09	1.9413218e-09	0.95022506	830788.7	0.0029349523
5.830023148349703e-09	1.3801584e-09	-7.2799566e-09	0.9495143	829286.6	0.0029366985
5.835010003551694e-09	5.8846314e-09	4.8533044e-09	0.9486774	827331.6	0.0029384468
5.840022564675037e-09	-6.0514638e-09	4.367974e-09	0.947708	824934.4	0.0029402128
5.845009463637828e-09	-3.7158112e-09	-8.250617e-09	0.946734	822157.25	0.0029419796
5.8500220342352576e-09	7.916952e-09	-1.9413218e-09	0.9457178	819015.56	0.0029437647
5.8550092119940475e-09	1.0464938e-09	7.2799566e-09	0.944569	815590.75	0.0029455496
5.860021872084898e-09	-7.9776195e-09	0	0.9433558	811901.9	0.0029473528
5.865009159642602e-09	-5.9149646e-10	-5.338635e-09	0.9420459	808044.4	0.0029491547
5.8700224497260745e-09	6.15763e-09	-9.706609e-10	0.94050187	804039.75	0.002950973
5.875010171669069e-09	7.8866197e-10	7.2799566e-09	0.93882465	799991.75	0.0029527918
5.880023732242731e-09	-5.247635e-09	-4.8533044e-10	0.9370145	795923.06	0.0029546258
5.885012012157661e-09	-2.0626543e-09	-6.794626e-09	0.9350326	791938.94	0.0029564588
5.890000265584806e-09	7.628788e-09	-3.8826435e-09	0.932955	788081.3	0.002958298
5.895014185466837e-09	5.338635e-09	7.2799566e-09	0.93088144	784392.75	0.0029601532
5.900002763288932e-09	-1.1101934e-08	7.2799566e-09	0.92882437	780968	0.0029620053
5.905016988279873e-09	-5.209719e-09	-1.1647931e-08	0.92679995	777827.06	0.0029638738
5.910005693758573e-09	1.4286915e-08	-7.765287e-09	0.9249768	775050.94	0.0029657376
5.915020275591837e-09	4.4589736e-09	1.5045243e-08	0.9233381	772655.25	0.0029676165
5.920009307666322e-09	-1.7198898e-08	3.8826435e-09	0.9218755	770702.1	0.0029694913
5.925023956746562e-09	-6.3851284e-09	-1.8442556e-08	0.9206858	769202.7	0.0029713803
5.930013179395667e-09	1.6561902e-08	-5.338635e-09	0.9198033	768195.5	0.0029732645
5.935002305856668e-09	3.6551449e-09	1.26185915e-08	0.9191646	767687.8	0.0029751528
5.940017011353976e-09	-1.063177e-08	2.4266522e-09	0.9188033	767688.9	0.0029770546
5.945006176031255e-09	-1.0313271e-09	-6.794626e-09	0.91878104	768198.56	0.0029789503
5.95002088278028e-09	3.6399783e-09	0	0.91904664	769213.8	0.002980859
5.9550100346739034e-09	-1.1223267e-09	-1.4559913e-09	0.91955596	770708.94	0.0029827612
5.960024693841721e-09	2.290153e-09	4.367974e-09	0.9203822	772674.9	0.0029846758
5.965013675240155e-09	-2.3659859e-09	1.9413218e-09	0.9214823	775061	0.002986583
5.970002566371752e-09	-4.944304e-09	-9.706609e-10	0.92276806	777838.75	0.0029884924
5.9750168944622865e-09	1.0313271e-09	-6.3092958e-09	0.9242687	780981	0.0029904132
5.980005465730555e-09	9.964441e-09	0	0.9259446	784406.7	0.0029923257
5.985019475108804e-09	-1.9716548e-09	1.11626e-08	0.92769986	788096.4	0.002994249
5.9900077245460265e-09	-1.0131273e-08	-2.9119827e-09	0.9294673	791954.5	0.0029961634
5.995021381854796e-09	2.578318e-09	-9.221278e-09	0.9312578	795959.5	0.002998088
6.000025923258965e-09	7.704621e-09	5.8239653e-09	0.93296194	799970.94	0.002999993
6.005015870839904e-09	-6.415462e-09	9.221278e-09	0.9342333	794398.44	0.0029986417
6.010004055453116e-09	-6.73396e-09	-1.067727e-08	0.93447715	788915.94	0.0029972917
6.015017585634184e-09	5.5661333e-09	-4.367974e-09	0.93375236	783580.9	0.002995935
6.020005723329161e-09	-1.1526597e-09	1.4559913e-09	0.93160003	778531.06	0.002994586
6.025019699199463e-09	5.4599675e-10	-3.8826435e-09	0.9278635	773794.9	0.0029932298
6.030008510443444e-09	3.5489789e-09	2.9119827e-09	0.92307514	769494.8	0.002991883
6.0350236938161095e-09	-7.037291e-09	2.9119827e-09	0.91778725	765654.7	0.0029905296
6.040013539259439e-09	-4.337641e-09	-9.706609e-09	0.9123728	762375	0.0029891846
6.045003504655166e-09	1.21029275e-08	-3.8826435e-09	0.9072591	759686.06	0.0029878414
6.050018633755856e-09	4.0039763e-09	1.4074582e-08	0.9033658	757621.5	0.0029864935
6.0550080987807916e-09	-1.9094719e-08	9.706609e-10	0.9008674	756234.8	0.0029851545
6.060022958987979e-09	2.108154e-09	-2.135454e-08	0.8997279	755533.7	0.002983811
6.065012174028093e-09	1.8169558e-08	5.8239653e-09	0.900428	755536.25	0.0029824767
6.070002093027356e-09	-7.386123e-09	1.31039215e-08	0.90281564	756237.06	0.0029811452
6.075017652345764e-09	-1.0313272e-08	-6.794626e-09	0.90646553	757634.1	0.0029798097
6.080007711899419e-09	5.550967e-09	-8.735948e-09	0.9110211	759691.4	0.0029784844
6.085023251122379e-09	6.127297e-09	4.8533044e-09	0.91629624	762396.94	0.0029771551
6.090012631082897e-09	-3.397313e-09	3.8826435e-09	0.9216071	765680.7	0.002975837
6.095001617837535e-09	-4.398307e-10	-1.4559913e-09	0.9262407	769503.06	0.0029745223
6.100015636643825e-09	6.976625e-10	1.4559913e-09	0.9301701	773826.8	0.002973206
6.105003953736937e-09	-5.7329657e-09	-1.9413218e-09	0.9330592	778540.56	0.0029719
6.11001799619209e-09	6.8552923e-09	-3.8826435e-09	0.9345819	783617.8	0.0029705917
6.1150064065912945e-09	4.5954724e-09	9.221278e-09	0.9351269	788927.2	0.0029692948
6.120020635407308e-09	-1.2724757e-08	3.397313e-09	0.93511117	794439	0.002967996
6.125009348798811e-09	-1.5924905e-09	-1.6501234e-08	0.9348437	800010.5	0.002966709
6.130023230580498e-09	1.5712573e-08	-2.4266522e-09	0.93483585	805609.75	0.0029654207
6.135011147682084e-09	-2.684484e-09	1.6015905e-08	0.9357338	811091.9	0.0029641443
6.140024245022569e-09	-2.1832287e-08	-6.794626e-09	0.93768907	816426.1	0.002962867
6.145011343860368e-09	1.3437586e-08	-2.183987e-08	0.94051325	821474.56	0.0029616028
6.15002339419499e-09	1.741123e-08	1.8927887e-08	0.94428134	826208.56	0.002960338
6.1550097550004765e-09	-2.1172541e-08	1.0191939e-08	0.9482673	830506.3	0.0029590863
6.16002147581735e-09	-2.6238176e-09	-2.135454e-08	0.95174974	834343.6	0.0029578342
6.165007096887819e-09	1.8063393e-08	9.706609e-10	0.95434415	837621.25	0.0029565955
6.170018352066038e-09	-5.2021356e-09	1.5045243e-08	0.95555854	840321.2	0.002955357
6.1750040252748605e-09	-1.1966429e-08	-8.250617e-09	0.9552316	842373.44	0.002954132
6.18001547884495e-09	9.342611e-09	-9.706609e-09	0.95376503	843766.6	0.0029529082
6.185001949319413e-09	4.0343093e-09	1.067727e-08	0.95173806	844464.8	0.0029516977
6.19001479641409e-09	-9.4942765e-09	1.4559913e-09	0.9496161	844463.56	0.0029504884
6.1950021445649925e-09	5.9149646e-10	-1.067727e-08	0.94818765	843762.94	0.0029492932
6.2000148035249556e-09	6.9311255e-09	0	0.9478232	842366.9	0.0029480997
6.205001654198298e-09	-1.10716e-09	5.8239653e-09	0.94832754	840311.44	0.0029469207
6.210013063147844e-09	-7.029708e-09	-1.4559913e-09	0.94963855	837609.2	0.0029457442
6.215023914291424e-09	1.4408248e-09	-6.3092958e-09	0.9511676	834311.3	0.0029445768
6.2200090296347356e-09	7.901786e-09	2.9119827e-09	0.9521731	830490.94	0.0029434238
6.225019840590291e-09	-5.914965e-09	9.706609e-09	0.9522894	826169.3	0.0029422739
6.230005791369846e-09	-7.674288e-09	-5.8239653e-09	0.95122916	821457.7	0.0029411383
6.2350185353185e-09	7.916952e-09	-8.735948e-09	0.9488579	816381.5	0.0029400066
6.240006872032855e-09	4.185975e-09	8.735948e-09	0.9454996	811072.25	0.00293889
6.24502131778344e-09	-9.251612e-09	3.8826435e-09	0.9416805	805560.2	0.0029377765
6.250025960470957e-09	-2.972649e-09	-1.1647931e-08	0.9377538	800014.25	0.0029366754
6.255016228887825e-09	1.4772246e-08	9.706609e-10	0.93446803	802749.1	0.0029355872
6.260003719345378e-09	-2.0626543e-09	1.4074582e-08	0.9328692	805439.25	0.0029345108
6.265016755946331e-09	-1.3801585e-08	-4.8533044e-09	0.93288743	808057.2	0.0029334377
6.270003626395562e-09	5.869465e-09	-7.765287e-09	0.93493366	810534.7	0.0029323811
6.275016139599247e-09	4.42864e-09	0	0.9390358	812858.3	0.0029313306
6.280003647437761e-09	-1.4559913e-09	2.9119827e-09	0.9441143	814968.1	0.0029302954
6.285016542377297e-09	-6.0666305e-11	5.338635e-09	0.94906455	816852.1	0.002929266
6.2900034365483226e-09	-8.038286e-09	-1.9413218e-09	0.9531805	818461.1	0.0029282533
6.295015402877609e-09	4.549973e-09	-1.0191939e-08	0.95555174	819786.5	0.002927247
6.300001361340504e-09	1.1496264e-08	9.221278e-09	0.95535034	820794	0.0029262572
6.305012513890654e-09	-1.7016898e-08	1.11626e-08	0.9532876	821477.75	0.002925274
6.310024569927877e-09	-8.250617e-09	-2.23252e-08	0.9498308	821821.44	0.0029243028
6.315012779006634e-09	2.6147177e-08	-3.8826435e-09	0.94560754	821820.06	0.0029233475
6.3200016357328e-09	-4.7319717e-09	2.8149165e-08	0.94213444	821476.25	0.0029224046
6.325016404011746e-09	-2.7057173e-08	-1.2133261e-08	0.9401437	820790.9	0.002921469
6.330005268126335e-09	1.68349e-08	-2.4266521e-08	0.9398511	819781.7	0.0029205508
6.335018008559659e-09	1.8753472e-08	2.135454e-08	0.9414269	818454.9	0.0029196406
6.340004151317886e-09	-2.23252e-08	1.4559913e-08	0.9445141	816844.8	0.0029187477
6.345015400794125e-09	-8.599449e-09	-2.5237183e-08	0.947925	814960.5	0.0029178634
6.3500004942567245e-09	2.5586013e-08	-2.4266522e-09	0.95078456	812850.9	0.0029169966
6.355011456800102e-09	-2.2749864e-09	2.3295861e-08	0.95261115	810527.5	0.0029161382
6.360023862711378e-09	-1.9473884e-08	-4.367974e-09	0.9524046	808036.44	0.0029152937
6.365011921437587e-09	4.185975e-09	-1.6501234e-08	0.95023197	805430.9	0.0029144655
6.370000787535283e-09	1.4741913e-08	3.8826435e-09	0.9467246	802739.8	0.0029136515
6.375016296618385e-09	-7.8866197e-10	1.5530574e-08	0.9422173	799991.1	0.0029128466
6.380005956418488e-09	-1.510591e-08	3.8826435e-09	0.9376029	797256.56	0.0029120592
6.385020261481956e-09	-5.763299e-09	-1.11626e-08	0.9338728	794551.8	0.002911282
6.390008494382599e-09	1.3900167e-08	-5.338635e-09	0.9315863	791947.06	0.002910523
6.395021755355809e-09	1.0146439e-08	1.6015905e-08	0.9307558	789456.7	0.0029097744
6.400008782298064e-09	-1.6956232e-08	1.1647931e-08	0.9315927	787144.9	0.002909044
6.405021988483443e-09	-1.2770257e-08	-1.8442556e-08	0.9338283	785024.44	0.0029083237
6.410010439115947e-09	2.0596211e-08	-1.4559913e-08	0.93648964	783150.06	0.0029076217
6.415024769831215e-09	1.3945667e-08	2.135454e-08	0.93915606	781532.7	0.0029069309
6.420013919530896e-09	-2.2977362e-08	1.7471896e-08	0.9412972	780213.9	0.002906258
6.425003073837417e-09	-1.4590246e-08	-2.3781192e-08	0.9421836	779205.8	0.0029055998
6.430017067692922e-09	2.161237e-08	-1.2133261e-08	0.9416426	778521.8	0.0029049532
6.435005223724232e-09	9.554943e-09	1.9413218e-08	0.93993527	778179.25	0.0029043255
6.440019181057924e-09	-1.8139225e-08	7.765287e-09	0.93732303	778180.1	0.002903709
6.4450078781066484e-09	-8.129285e-09	-1.6986565e-08	0.9341958	778524.25	0.002903111
6.4500226081474615e-09	1.3862251e-08	-9.706609e-09	0.93136466	779210.1	0.0029025255
6.455012305477677e-09	1.000994e-08	1.1647931e-08	0.9295398	780220	0.0029019578
6.460001953933747e-09	-8.076202e-09	8.735948e-09	0.9288447	781540.4	0.0029014058
6.465016504474795e-09	-7.188957e-09	-5.338635e-09	0.92967063	783159.5	0.0029008666
6.470005013443774e-09	1.0616603e-09	-6.794626e-09	0.93209374	785035.25	0.002900346
6.475018663823583e-09	9.463943e-09	-1.9413218e-09	0.9355812	787157.1	0.0028998381
6.480006268040769e-09	2.2446534e-09	8.735948e-09	0.9395823	789470.1	0.0028993492
6.4850194061256424e-09	-1.0404271e-08	1.9413218e-09	0.9436253	791961.25	0.002898873
6.490007246077519e-09	-1.9109887e-09	-1.0191939e-08	0.94695264	794566.56	0.002898416
6.4950205540729575e-09	7.901786e-09	-1.9413218e-09	0.948946	797270.9	0.002897973
6.5000258931971544e-09	6.0666305e-11	8.735948e-09	0.9495406	800019.7	0.0028975457
6.505015810005963e-09	-8.766281e-09	9.706609e-10	0.9489038	803799.06	0.0028971364
6.510003819321879e-09	1.5469908e-09	-7.765287e-09	0.9472673	807517.5	0.0028967436
6.515017399361768e-09	6.127297e-09	4.367974e-09	0.94541335	811135.94	0.0028963645
6.520005556574159e-09	-3.3366467e-09	3.397313e-09	0.9441461	814560.9	0.0028960041
6.525019306402638e-09	-2.153654e-09	-9.706609e-10	0.94386	817773	0.0028956581
6.5300068481984495e-09	-5.687466e-10	4.8533044e-10	0.9449166	820688.9	0.0028953305
6.53501955931504e-09	-1.5166576e-09	-1.9413218e-09	0.9473254	823292.2	0.0028950183
6.5400062003038496e-09	1.0313271e-09	-9.706609e-10	0.95053333	825515.6	0.0028947238
6.545017762513805e-09	-3.3366468e-10	1.9413218e-09	0.953843	827346.94	0.0028944444
6.550003307545156e-09	-2.3584026e-09	-2.4266522e-09	0.9565976	828738.8	0.002894183
6.5550143432399585e-09	3.0408986e-09	0	0.9581141	829683.9	0.0028939375
6.560025513630032e-09	-7.8866197e-10	3.397313e-09	0.95799553	830158.6	0.0028937082
6.565011685476636e-09	-4.2466413e-09	-4.8533044e-10	0.9565057	830156.9	0.0028934972
6.570024500687418e-09	1.0919935e-09	-4.367974e-09	0.9539687	829678.3	0.002893302
6.5750127168994025e-09	3.3366467e-09	2.4266522e-09	0.9510527	828735.06	0.0028931245
6.580001197237354e-09	-5.0959694e-09	3.397313e-09	0.9485951	827340.94	0.0028929636
6.585015174635682e-09	-4.1708086e-09	-6.794626e-09	0.9470942	825506.94	0.0028928183
6.590002820508849e-09	8.250617e-09	-1.4559913e-09	0.94676846	823281.25	0.0028926919
6.595015140382755e-09	-2.79065e-09	7.765287e-09	0.947593	820676.7	0.002892581
6.600001108380017e-09	-6.8022095e-09	-4.8533044e-09	0.94915247	817760.56	0.002892488
6.605012364999194e-09	5.2021356e-09	-2.4266522e-09	0.95073736	814548.94	0.0028924118
6.6100235676233975e-09	2.4266522e-09	7.2799566e-09	0.9517977	811107.06	0.002892352
6.615010045351095e-09	-5.8542984e-09	3.397313e-09	0.9518707	807507.4	0.0028923093
6.620023224082697e-09	-3.8826435e-09	-7.2799566e-09	0.9505889	803769.6	0.0028922837
6.625011802653893e-09	6.4306285e-09	-4.610639e-09	0.94810855	799991.1	0.0028922753
6.6300010571567245e-09	4.1253085e-09	8.250617e-09	0.94478506	796212	0.002892284
6.635016157421941e-09	-8.4932825e-09	3.8826435e-09	0.9410118	792473.3	0.0028923098
6.640005269196049e-09	-4.0039763e-09	-8.735948e-09	0.9374056	788872.6	0.002892352
6.645019426469415e-09	1.0434604e-08	-4.8533044e-09	0.93448704	785429.9	0.0028924118
6.650007594434216e-09	5.338635e-09	9.221278e-09	0.93257123	782234.1	0.002892488
6.65502109514419e-09	-1.2163595e-08	8.250617e-09	0.931705	779303.4	0.0028925815
6.660009153615241e-09	-8.584282e-09	-1.4559913e-08	0.9319097	776712.94	0.002892692
6.6650233284417075e-09	1.1572098e-08	-9.706609e-09	0.9329168	774477.4	0.0028928202
6.670012516232463e-09	8.660115e-09	1.11626e-08	0.9342557	772654.75	0.002892964
6.6750019540018006e-09	-1.346792e-08	6.794626e-09	0.9356041	771261.4	0.002893125
6.6800169632796e-09	-5.8239653e-09	-1.5045243e-08	0.9366269	770315.9	0.0028933038
6.6850061860786085e-09	1.2724757e-08	-7.2799566e-09	0.9369886	769842.3	0.0028934984
6.690020548626893e-09	4.4134736e-09	1.11626e-08	0.9366073	769843.56	0.0028937105
6.69500915633195e-09	-1.0646937e-08	4.8533044e-09	0.93561697	770319.5	0.0028939382
6.700023506259457e-09	-5.8846314e-09	-9.706609e-09	0.934211	771267.4	0.0028941846
6.705012537512841e-09	5.6722995e-09	-5.8239653e-09	0.9326838	772662.9	0.002894446
6.710001882604851e-09	5.8542984e-09	4.8533044e-09	0.93147737	774487.7	0.0028947243
6.715017098714993e-09	-6.5822943e-09	6.3092958e-09	0.93096125	776725.6	0.0028950209
6.720006541073794e-09	-5.186969e-09	-4.8533044e-09	0.9313138	779318.7	0.0028953315
6.725021058025593e-09	8.7207813e-10	-7.2799566e-09	0.9326959	782251.8	0.0028956612
6.730009510126622e-09	8.523616e-09	4.8533044e-10	0.9350633	785449.1	0.0028960053
6.735023181551921e-09	-1.8199892e-09	9.706609e-09	0.938133	788892.75	0.0028963676
6.740010976141559e-09	-1.1526598e-08	-7.765287e-09	0.94148725	792493.4	0.0028967443
6.745024167689352e-09	7.871453e-09	-9.706609e-09	0.94474906	796230.94	0.0028971394
6.75002598685451e-09	6.73396e-09	8.250617e-09	0.94743407	800015.44	0.00289755
6.7550151745178664e-09	-9.084779e-09	5.8239653e-09	0.949152	802971.8	0.0028979755
6.7600028167324285e-09	-6.68846e-09	-8.250617e-09	0.94979167	805880.8	0.0028984172
6.765016007062826e-09	9.7521085e-09	-6.794626e-09	0.94946223	808711.7	0.0028988766
6.770003699922712e-09	3.0939815e-09	1.26185915e-08	0.94837546	811390.94	0.00289935
6.775016966064209e-09	-1.3407253e-08	-2.4266522e-09	0.9470117	813903.75	0.0028998419
6.7800047335645615e-09	4.5651394e-09	-1.2133261e-08	0.9459209	816185.1	0.0029003466
6.785018102816102e-09	8.402283e-09	7.765287e-09	0.94547164	818222.3	0.00290087
6.790005665255899e-09	-5.179386e-09	5.338635e-09	0.94590473	819962.25	0.0029014063
6.795018439626945e-09	-4.580306e-09	-2.4266522e-09	0.9472474	821395.4	0.002901961
6.8000052211340086e-09	2.9271492e-09	-2.9119827e-09	0.9492085	822484.5	0.0029025285
6.805017272236895e-09	3.0560652e-09	5.8239653e-09	0.95131606	823223.8	0.0029031143
6.810003368247293e-09	-4.110142e-09	1.4559913e-09	0.9531014	823594.1	0.0029037117
6.815015011542497e-09	2.1233207e-10	-4.8533044e-09	0.954114	823593.4	0.0029043276
6.820001273411905e-09	-8.189951e-10	-2.4266522e-09	0.9540446	823221.9	0.0029049555
6.825013487349074e-09	4.4893067e-09	-1.9413218e-09	0.9529481	822481.1	0.0029056023
6.830000804125755e-09	-1.9564883e-09	4.8533044e-09	0.95104665	821390.5	0.0029062598
6.8350143501677945e-09	-4.6409725e-09	-4.367974e-09	0.9487135	819955.94	0.0029069362
6.840002477908815e-09	8.917947e-09	-4.367974e-09	0.94648373	818214.56	0.0029076235
6.845016233585945e-09	2.5479847e-09	1.3589252e-08	0.9447606	816176.1	0.0029083288
6.8500040064594515e-09	-1.3847084e-08	1.4559913e-09	0.9437827	813893.7	0.0029090457
6.855016848306271e-09	1.4104916e-09	-1.4074582e-08	0.9435924	811380.1	0.0029097802
6.860003660765787e-09	1.6334402e-08	4.367974e-09	0.9440547	808700.6	0.0029105253
6.8650159361015425e-09	-7.924536e-09	1.31039215e-08	0.94478726	805870	0.0029112876
6.870002786531973e-09	-8.2051175e-09	-9.706609e-09	0.9454012	802961.3	0.0029120606
6.875015671947309e-09	1.0419438e-08	-4.367974e-09	0.9455635	799990.75	0.0029128515
6.8800035884490784e-09	1.1374932e-09	1.2133261e-08	0.9449686	797034.9	0.0029136518
6.885017519834232e-09	-1.1890596e-08	4.8533044e-10	0.94352835	794110.75	0.0029144706
6.890006237104779e-09	2.608651e-09	-1.11626e-08	0.94137084	791293.8	0.0029152986
6.895020674714292e-09	9.797608e-09	7.765287e-09	0.93870413	788600.3	0.0029161442
6.90000936556595e-09	-7.552955e-09	3.8826435e-09	0.93587357	786099.9	0.0029169982
6.90502348737678e-09	8.189951e-10	-5.8239653e-09	0.93323964	783806.75	0.0029178702
6.910011974791049e-09	4.367974e-09	3.8826435e-09	0.9311574	781780	0.0029187507
6.915000492255284e-09	-5.7936322e-09	0	0.92978513	780039.3	0.0029196437
6.920014643045699e-09	-3.791644e-10	-5.338635e-09	0.92923623	778605.56	0.002920554
6.92500338390799e-09	5.4296345e-09	-9.706609e-10	0.92949075	777515.7	0.0029214728
6.930017881970202e-09	2.1233207e-10	3.397313e-09	0.9303489	776776.1	0.0029224083
6.935006828452638e-09	-3.0636484e-09	-1.9413218e-09	0.93156695	776405.75	0.0029233515
6.94002130909819e-09	2.3963191e-09	-5.8239653e-09	0.93289506	776406.7	0.0029243114
6.945010008708233e-09	6.415462e-09	5.8239653e-09	0.93404347	776779.1	0.0029252784
6.95002419517167e-09	-5.308302e-09	5.338635e-09	0.9348043	777520.9	0.0029262626
6.955012735911923e-09	-5.4903007e-09	-4.8533044e-09	0.9350892	778612.5	0.0029272526
6.96000126267158e-09	6.9007924e-09	-5.338635e-09	0.9349308	780039.8	0.002928255
6.965015561977263e-09	7.0979578e-09	7.765287e-09	0.9344154	781790.5	0.0029292728
6.9700043637529235e-09	-1.12081e-08	6.794626e-09	0.9337793	783818.7	0.002930297
6.975018760022191e-09	-5.596467e-09	-8.735948e-09	0.9332923	786113.4	0.0029313376
6.98000754810291e-09	7.3102897e-09	-6.3092958e-09	0.93317467	788614.9	0.0029323837
6.985021608050585e-09	2.3356528e-09	3.397313e-09	0.9336193	791309.3	0.0029334459
6.99000983436636e-09	-4.5954724e-09	5.8239653e-09	0.93472445	794126.5	0.0029345131
6.995023381789318e-09	-4.7623048e-09	-3.8826435e-09	0.93645227	797050.9	0.002935596
7.000025968496972e-09	5.399301e-09	-3.8826435e-09	0.9386145	800013.7	0.0029366869
7.00501518614834e-09	3.078815e-09	5.338635e-09	0.94095534	802629.06	0.0029377842
7.0100027055030345e-09	-1.5166576e-09	9.706609e-10	0.943152	805202.25	0.0029388918
7.015015722867358e-09	-1.0161606e-09	1.4559913e-09	0.9448934	807706.25	0.0029400145
7.020003099672785e-09	6.0666305e-11	-3.8826435e-09	0.94595647	810076.44	0.0029411404
7.025015930955297e-09	3.3518133e-09	9.706609e-10	0.94626784	812299.2	0.0029422815
7.030003243186381e-09	-2.3356528e-09	5.8239653e-09	0.94588834	814317.4	0.0029434266
7.035016149210299e-09	-5.00497e-09	-2.9119827e-09	0.9450549	816119.4	0.0029445859
7.0400035893692865e-09	1.9564883e-09	-3.397313e-09	0.9440795	817658.5	0.0029457484
7.045016694935848e-09	3.3214802e-09	2.9119827e-09	0.9432639	818926.56	0.0029469251
7.050004188717005e-09	-4.110142e-09	4.8533044e-10	0.94288325	819890.3	0.0029481042
7.055017096649588e-09	3.2304808e-09	-3.397313e-09	0.9430623	820544.4	0.0029492984
7.0600041664841525e-09	1.2133261e-09	1.4559913e-09	0.94376004	820872.1	0.0029504928
7.065016477772533e-09	-2.3356528e-09	4.8533044e-10	0.94480574	820871.4	0.0029517019
7.070003127396351e-09	2.6693174e-09	3.397313e-09	0.9459149	820542.5	0.0029529126
7.075015235450819e-09	-7.643955e-09	4.8533044e-10	0.94676524	819887.1	0.0029541368
7.0800018253704244e-09	2.3811524e-09	-9.221278e-09	0.94707644	818922.44	0.002955362
7.085014272123794e-09	8.735948e-09	6.794626e-09	0.9466982	817653.56	0.0029566009
7.0900014502821825e-09	-7.0676247e-09	5.8239653e-09	0.94560075	816113.3	0.0029578395
7.095014529260594e-09	-3.7006447e-09	-6.794626e-09	0.9439038	814310.44	0.0029590924
7.100002290708699e-09	8.85728e-09	-5.338635e-09	0.9418691	812291.5	0.0029603443
7.105015766607849e-09	-3.6399783e-10	1.1647931e-08	0.9397574	810067.75	0.00296161
7.110003618919434e-09	-1.3558919e-08	4.8533044e-10	0.9378597	807696.8	0.0029628745
7.1150168780532985e-09	2.5631515e-09	-1.4559913e-08	0.93636316	805192.4	0.0029641513
7.120004470183792e-09	1.1769263e-08	5.8239653e-09	0.9353707	802618.8	0.0029654277
