# t (s)	mx ()	my ()	mz ()	Ku1.region100 (J/m3)	Dind.region100 (J/m2)
1.31000778273945e-09	1.5227243e-08	4.8533044e-10	0.93405795	783230.9	0.0029074128
1.3150211402496845e-09	-6.976625e-10	1.4074582e-08	0.9371192	783231.7	0.0029062387
1.3200095648748448e-09	-1.4089749e-08	-2.4266522e-09	0.94007176	783496.3	0.0029050855
1.3250237019932641e-09	6.9917916e-09	-1.5045243e-08	0.9422246	784023.4	0.0029039409
1.3300120970702715e-09	1.1132267e-08	7.2799566e-09	0.94337827	784799.25	0.0029028177
1.3350007759889164e-09	-9.630776e-09	9.706609e-09	0.943509	785813.75	0.0029017099
1.3400149014903221e-09	-6.976625e-09	-9.706609e-09	0.94249856	787057.8	0.0029006118
1.3450032643626538e-09	3.184981e-09	-8.735948e-09	0.9406641	788499.3	0.0028995355
1.3500172935825449e-09	8.129285e-09	4.367974e-09	0.93883044	790129.9	0.0028984686
1.3550059951981715e-09	-1.5469908e-09	6.794626e-09	0.9373074	791907.9	0.002897424
