# t (s)	mx ()	my ()	mz ()	Ku1.region100 (J/m3)
6.380000071756242e-09	-1.6888379e-08	1.8223076e-08	0.7706452	789038.8
6.382508061298412e-09	-1.6882446e-08	0	0.7762078	783595.1
6.385016128105443e-09	-7.070933e-09	-1.5185897e-08	0.7809021	778216.5
6.387524229624284e-09	4.9354165e-09	-1.8223076e-08	0.78421474	772924.3
6.39000665623132e-09	1.6704487e-08	3.0371794e-09	0.7858718	767792.1
6.39251457989825e-09	1.8128164e-08	1.8223076e-08	0.78576773	762734.5
6.395022486867496e-09	-1.328766e-09	1.5185897e-08	0.78394896	757825.06
6.3975049468686695e-09	-1.4996074e-08	1.5185897e-08	0.78057015	753130.1
6.40001312878183e-09	-1.4996074e-08	6.074359e-09	0.7753906	748571.9
6.402521233445242e-09	-1.4996074e-08	0	0.76811665	744218.2
6.405003674942219e-09	-1.0440304e-08	-3.0371794e-09	0.7587213	740127.2
6.407511768964423e-09	-2.657532e-09	-9.111538e-09	0.74729145	736230.5
6.4100199081943735e-09	-2.2778845e-09	-6.074359e-09	0.73430306	732586.9
6.412502416080184e-09	-7.5929485e-10	6.074359e-09	0.72022134	729244.4
6.4150107107486454e-09	8.352243e-09	-6.074359e-09	0.7050291	726146.9
6.417519076349559e-09	1.2528365e-08	-3.0371794e-09	0.6890214	723342.5
6.4200022422186496e-09	1.5565544e-08	1.2148718e-08	0.67245007	720866.4
6.422510755329502e-09	6.074359e-09	1.5185897e-08	0.6551955	718677.8
6.425019591647419e-09	-1.8982371e-09	1.8223076e-08	0.6380354	716812.2
6.427502936006363e-09	-7.213301e-09	1.5185897e-08	0.62184066	715291
6.4300121603615754e-09	-1.1389423e-08	6.074359e-09	0.6066722	714089.2
6.432521635134673e-09	-5.315064e-09	0	0.5929011	713228.8
6.435005797297964e-09	-1.5185897e-09	9.111538e-09	0.5808243	712716.9
6.437515525817131e-09	-7.5929485e-10	6.074359e-09	0.5703874	712545.2
6.4400000026151035e-09	-2.2778845e-09	-9.111538e-09	0.5620656	712717.7
6.4425102749823025e-09	-7.972596e-09	0	0.5561773	713237.6
6.4450205700239316e-09	-6.8336536e-09	2.4297435e-08	0.55326134	714102.75
6.447505305595085e-09	2.2778845e-09	9.111538e-09	0.5532591	715295.56
6.450015603864915e-09	1.02504805e-08	3.0371794e-09	0.555867	716836.06
6.452500565506584e-09	4.2235775e-09	0	0.5608769	718686.9
6.455011106178987e-09	2.728716e-09	-3.0371794e-09	0.568374	720878.8
6.457521326471075e-09	-9.4911856e-11	1.8223076e-08	0.5782852	723385.25
6.460006066126676e-09	-5.5048877e-09	2.1260256e-08	0.5904159	726166.56
6.462516616363308e-09	-1.1199599e-08	0	0.6048164	729269
6.465001495754221e-09	-3.6066505e-09	6.074359e-09	0.6206575	732616.94
6.46751166590103e-09	2.657532e-09	-3.0371794e-09	0.63765156	736265.7
6.470021813188119e-09	7.0234774e-09	6.074359e-09	0.6553254	740167.94
6.4725064051054515e-09	3.227003e-09	9.111538e-09	0.6733649	744265
6.475016233711997e-09	-9.491186e-09	2.1260256e-08	0.6919328	748624.1
6.477500229836171e-09	-1.5185897e-08	9.111538e-09	0.7103025	753139.75
6.480009914019553e-09	-3.227003e-09	0	0.72843766	757887.4
6.4825194016010965e-09	8.162419e-09	-3.0371794e-09	0.74566585	762802.2
6.4850027906669235e-09	6.2641825e-09	0	0.761445	767811.44
6.487511718010482e-09	1.1389423e-09	9.111538e-09	0.7760018	772999.44
6.490020243330894e-09	-6.2641825e-09	9.111538e-09	0.78919595	778293.94
6.4925028318568315e-09	-1.1199599e-08	9.111538e-09	0.8008242	783618.7
6.495010836972625e-09	-4.9828723e-09	-6.074359e-09	0.8108527	789062.6
6.497518709705492e-09	6.1218146e-09	-9.111538e-09	0.81892824	794549.6
6.500025618323103e-09	8.530203e-09	-3.0371794e-09	0.8249914	800077.9
6.502507959541492e-09	1.048776e-08	9.111538e-09	0.82913977	807613.5
6.5050150235295305e-09	3.7490184e-09	1.6704487e-08	0.8318062	815194.06
6.507521833104011e-09	-1.328766e-08	1.6704487e-08	0.8332263	822713.56
6.510002923154862e-09	-1.7558692e-08	-3.0371794e-09	0.8334696	830067.4
6.512509615372022e-09	1.1389423e-09	-1.6704487e-08	0.83256334	837378.25
6.5150160773843875e-09	1.4521514e-08	-6.074359e-09	0.8307011	844539.9
6.517522487682165e-09	1.2338541e-08	1.8223076e-08	0.8284083	851525
6.520003108043109e-09	4.2710333e-09	1.8223076e-08	0.8262796	858236.94
6.5225091214497815e-09	-3.321915e-09	1.0630128e-08	0.82459295	864787.75
6.525015031823757e-09	-8.447155e-09	-3.0371794e-09	0.8234375	871081.5
6.527520774947188e-09	-5.315064e-09	-1.0630128e-08	0.82287073	877092.9
6.530001033357879e-09	1.200635e-08	0	0.8231545	882742.2
6.532506704231616e-09	1.2314813e-08	9.111538e-09	0.824697	888123.1
6.535012339047397e-09	-6.9641573e-09	1.2148718e-08	0.8277928	893154.44
6.537518002475041e-09	-1.1193666e-08	3.0371794e-09	0.83236367	897816.56
6.540023611993134e-09	-1.1982622e-09	-6.074359e-09	0.83811414	902090.8
6.542503654211237e-09	7.403125e-09	-1.5185897e-09	0.8447833	905922.9
6.545009151768166e-09	5.030328e-09	3.0371794e-09	0.85254186	909376.7
6.5475145468706005e-09	-3.7490184e-09	1.6704487e-08	0.8612978	912396.6
6.550020052599435e-09	-1.1958893e-08	6.074359e-09	0.8706662	914971.3
6.552525387491906e-09	-8.826802e-09	-1.0630128e-08	0.88004375	917090.06
6.5550049949126016e-09	2.3253404e-09	-1.2148718e-08	0.88879704	918730.2
6.5575100286467395e-09	1.3335115e-08	3.0371794e-09	0.89680284	919919
6.560015000950532e-09	7.569221e-09	9.111538e-09	0.9037668	920632.56
6.5625195273057445e-09	-4.8998245e-09	1.2148718e-08	0.9093614	920868.2
6.565023901541335e-09	-1.1152143e-08	3.7964742e-09	0.9131089	920625.1
6.567502660276092e-09	-6.2167267e-09	-8.352243e-09	0.9146161	919914.2
6.570006922159638e-09	8.921714e-09	-9.111538e-09	0.91389126	918723.25
6.572511203383291e-09	9.870833e-09	1.5185897e-09	0.9111439	917062.44
6.57501589799006e-09	3.227003e-09	1.5185897e-08	0.9065924	914937.56
6.577520900412013e-09	-5.6947114e-09	7.5929485e-09	0.900315	912357
6.580000448999613e-09	-8.636979e-09	-3.0371794e-09	0.89251643	909364.2
6.5825057017425285e-09	5.6947114e-10	0	0.88339114	905909.2
6.585010868644661e-09	1.0060656e-08	-3.0371794e-09	0.8735584	902034.75
6.587515752585837e-09	4.745593e-09	6.074359e-09	0.86354464	897756.3
6.590020399760679e-09	-4.9354165e-09	9.111538e-09	0.8536403	893091.06
6.592525136621299e-09	-1.0060656e-08	1.5185897e-09	0.8439577	888056.9
6.595004357092048e-09	1.328766e-09	-1.3667307e-08	0.8347447	882730.3
6.597509366257288e-09	1.176907e-08	-9.111538e-09	0.82612675	877022.4
6.600014892345742e-09	3.0371794e-09	4.555769e-09	0.81852597	871007.9
6.602520746516658e-09	-2.2778845e-09	9.111538e-09	0.81202054	864711.25
6.605001160133221e-09	-1.1389423e-08	-1.5185897e-09	0.8065153	858225.75
6.607507201719427e-09	-8.731891e-09	-9.111538e-09	0.8017128	851443.4
6.610013319372699e-09	5.884535e-09	-1.8223076e-08	0.79761887	844456.94
6.612519525934774e-09	1.6419751e-08	-3.0371794e-09	0.794269	837294
6.615000349928287e-09	1.5470633e-08	1.3667307e-08	0.79164964	830057.7
6.617507059800166e-09	2.2778845e-09	1.8223076e-08	0.78948605	822627.4
6.620014117285127e-09	-1.0819951e-08	1.8223076e-08	0.78744584	815106.25
6.622521363559559e-09	-9.3013615e-09	3.0371794e-09	0.7852293	807524.56
6.6250030324590395e-09	-5.6947114e-09	-1.2148718e-08	0.78273547	799990.75
6.627510253070987e-09	3.1320913e-09	-6.074359e-09	0.77987736	792379.56
6.630017564989804e-09	7.0234774e-09	6.074359e-09	0.77657294	784798.25
6.632525006720367e-09	4.745593e-09	9.111538e-09	0.77259153	777276.94
6.6350070166689335e-09	-2.0880608e-09	6.074359e-09	0.767714	769920.7
6.637514932555192e-09	-4.3659454e-09	0	0.7616413	762606.56
6.640022961002822e-09	-9.491186e-10	-6.074359e-09	0.75437915	755440.7
6.642505293127253e-09	6.454006e-09	3.0371794e-09	0.74609965	748522.3
6.645013453470536e-09	7.972596e-09	0	0.73671764	741735.56
6.647521532810311e-09	1.1389423e-09	1.5185897e-08	0.7263071	735180.3
6.650004188463554e-09	-6.454006e-09	6.074359e-09	0.7149218	728945.25
6.652512725620502e-09	-6.8336536e-09	-9.111538e-09	0.7023188	722925.9
6.655021411171918e-09	-2.657532e-09	-1.2148718e-08	0.68874246	717212.6
6.657504570527156e-09	3.0371794e-09	-1.2148718e-08	0.67460877	711881.4
6.6600133681930955e-09	9.870833e-09	-9.111538e-09	0.65993845	706843.56
6.662522418828453e-09	1.0630128e-08	6.074359e-09	0.6451438	702175.56
6.6650062433716975e-09	8.731891e-09	3.0371794e-09	0.63055193	697937.44
6.66751592843876e-09	7.213301e-09	-3.0371794e-09	0.6159976	694059.06
6.6700254982337115e-09	1.0630128e-08	0	0.6018463	690602.25
6.672509651369383e-09	1.328766e-08	0	0.5885665	687608.8
6.6750198376534475e-09	9.870833e-09	6.074359e-09	0.5762814	685028.9
6.677504741072099e-09	6.8336536e-09	9.111538e-09	0.5655841	682925.44
6.680015466091068e-09	3.4168268e-09	1.2148718e-08	0.5564764	681263.9
6.682500715497537e-09	0	1.5185897e-08	0.5492461	680084.7
6.6850117783633064e-09	4.1761217e-09	-3.0371794e-09	0.5437971	679368.1
6.687523027548986e-09	8.352243e-09	-1.2148718e-08	0.5403199	679131.9
6.6900086727419125e-09	1.3097836e-08	-3.0371794e-09	0.53899544	679372
6.692520115041284e-09	1.8792548e-08	9.111538e-09	0.5399446	680092.6
6.69500593616087e-09	1.689431e-08	9.111538e-09	0.54315585	681276.2
6.697517453646007e-09	1.0772496e-08	1.8223076e-08	0.5485428	682942.25
6.700003311180298e-09	2.5626201e-09	6.074359e-09	0.5557629	685050.6
6.702514655990317e-09	6.026903e-09	-6.074359e-09	0.5647372	687636
6.705000439127316e-09	9.135266e-09	-1.8223076e-08	0.57512397	690635.7
6.707511639543066e-09	1.5755369e-08	-3.0371794e-09	0.5870212	694099.44
6.710022612375974e-09	1.4711338e-08	1.2148718e-08	0.60016286	697984.44
6.712507728798841e-09	2.5626201e-09	2.1260256e-08	0.614116	702229.4
6.715018412617597e-09	-6.7387416e-09	1.2148718e-08	0.6288014	706905.2
6.717503452819643e-09	-6.359094e-09	-6.074359e-09	0.6435784	711898.06
6.7200136671642915e-09	-1.1389423e-09	-1.8223076e-08	0.6585013	717290.4
6.722523785113987e-09	1.2718188e-08	-1.8223076e-08	0.67326677	723011.4
6.725008095397871e-09	2.3822876e-08	0	0.687615	728975.3
6.727517662776991e-09	1.3762219e-08	2.7334615e-08	0.7016923	735280.9
6.730001658034656e-09	-4.3659454e-09	1.8223076e-08	0.71500474	741775.6
6.732510972576708e-09	-1.43316905e-08	3.0371794e-09	0.7276076	748567
6.735019975710387e-09	-1.38571306e-08	-9.111538e-09	0.7392282	755561.9
6.737503338456222e-09	-4.555769e-09	-2.4297435e-08	0.7497599	762659.4
6.740012021507082e-09	1.5470633e-08	-1.2148718e-08	0.75948465	769976.7
6.742520338694822e-09	1.8887459e-08	6.074359e-09	0.7683432	777412.25
6.7450029810447355e-09	3.250731e-09	1.2148718e-08	0.7762568	784860.2
6.747511025641144e-09	-8.565795e-09	6.074359e-09	0.7833555	792444.06
6.750013514053623e-09	-9.4140695e-09	-6.074359e-09	0.78955704	800032.2
6.752523736534607e-09	7.118389e-10	-1.6704487e-08	0.7949892	805993.9
6.755005700300127e-09	1.5613e-08	-3.0371794e-09	0.7996882	811865.25
6.7575128549952265e-09	1.537572e-08	7.5929485e-09	0.8039033	817749.3
6.7600198609697876e-09	-4.8879607e-09	3.1890384e-08	0.8077167	823562.5
6.7625012184653535e-09	-2.0595872e-08	1.0630128e-08	0.81110877	829224.25
6.765008037468224e-09	-2.1046704e-08	-2.4297435e-08	0.81419796	834828.6
6.767514703619067e-09	2.1829727e-09	-2.1260256e-08	0.8170476	840294.4
6.770021375134552e-09	2.1355167e-08	-1.2148718e-08	0.8197864	845600.44
6.772502332704461e-09	2.2209374e-08	9.111538e-09	0.82251936	850673.8
6.775008765775495e-09	5.315064e-09	1.8223076e-08	0.82540584	855599.3
6.777515031626942e-09	-1.6704487e-08	1.2148718e-08	0.8284704	860304.1
6.780021254613562e-09	-1.725023e-08	-3.0371794e-09	0.8316835	864769.44
6.78250181533567e-09	5.457432e-09	-1.0630128e-08	0.8350428	868936.1
6.785007828774661e-09	1.4782521e-08	-4.555769e-09	0.8387037	872873.56
6.787513814016135e-09	1.328766e-09	1.5185897e-08	0.842674	876522.2
6.790019696846269e-09	-9.075946e-09	4.555769e-09	0.8468824	879867
6.79252539067128e-09	-1.0523352e-08	-9.111538e-09	0.8512188	882894.9
6.795005570886697e-09	5.718439e-09	-1.8223076e-08	0.85556185	885568.5
6.797511241930397e-09	2.1889047e-08	0	0.8599118	887932
6.800016677678131e-09	1.9741666e-08	2.1260256e-08	0.8641615	889946.7
6.8025221802241014e-09	-1.06064e-08	2.8853204e-08	0.86821616	891605
6.805002130383601e-09	-3.2970007e-08	1.5185897e-09	0.871884	892888.7
6.807507582237285e-09	-1.9148466e-08	-2.1260256e-08	0.8750543	893819.2
6.810012940801663e-09	1.3145292e-08	-2.8853204e-08	0.8775698	894378
6.812518292440966e-09	2.2161919e-08	-7.5929485e-09	0.8794127	894562.6
6.8150235732353655e-09	1.3145292e-08	1.6704487e-08	0.8805258	894372.56
6.817503205915017e-09	-3.6066505e-09	1.9741666e-08	0.88082486	893816.06
6.82000842203875e-09	-1.7084133e-08	9.111538e-09	0.8802506	892884
6.822513585119819e-09	-6.6912857e-09	-1.2148718e-08	0.87879807	891583.7
6.825018785448255e-09	6.548918e-09	-6.074359e-09	0.8765247	889920.7
6.827524047925237e-09	1.4901161e-08	9.111538e-09	0.8735165	887901.1
6.8300037615416264e-09	-2.7524438e-09	1.3667307e-08	0.86991787	885559.06
6.832509118628749e-09	-1.43316905e-08	1.5185897e-09	0.8657057	882855.44
6.8350145244819555e-09	-4.3659454e-09	-1.2148718e-08	0.8609693	879823.4
6.837519914813284e-09	1.0060656e-08	-1.5185897e-08	0.85582757	876475
6.8400252735083706e-09	1.8887459e-08	-1.5185897e-09	0.8504483	872823.56
6.8425052644201634e-09	1.0819951e-08	1.5185897e-08	0.84500647	868924.75
6.845010944549867e-09	-1.2148718e-08	2.2778845e-08	0.8394335	864713.7
6.847516667163438e-09	-2.0595872e-08	0	0.83383024	860246
6.850022595120112e-09	-6.359094e-09	-1.9741666e-08	0.82824445	855539.06
6.852502811836153e-09	6.64383e-09	-2.1260256e-08	0.8227938	850663.56
6.8550087739010665e-09	1.7463782e-08	-3.0371794e-09	0.81741685	845537.56
6.857514864042822e-09	7.972596e-09	9.111538e-09	0.8121928	840230.9
6.860021167424542e-09	-5.789623e-09	1.6704487e-08	0.8070793	834764.06
6.86250209231934e-09	-1.1579246e-08	0	0.80205077	829216.7
6.86500870778785e-09	-5.5048877e-09	-7.5929485e-09	0.7969787	823496.8
6.867515497802773e-09	4.3659454e-09	4.555769e-09	0.7919142	817683.06
6.870022194223584e-09	1.1389423e-09	1.6704487e-08	0.7868327	811799.5
6.872503527475751e-09	-1.4046955e-08	1.2148718e-08	0.781715	805929.25
6.8750105436257375e-09	-1.6704487e-08	-1.2148718e-08	0.77637506	799974.9
6.877517714450485e-09	-1.1389423e-09	-2.1260256e-08	0.77079296	794020.4
6.880025055579634e-09	1.480625e-08	-1.8223076e-08	0.76491284	788089.06
6.882506961178334e-09	2.353814e-08	0	0.75878966	782264.56
6.885014477958263e-09	1.8033253e-08	1.2148718e-08	0.75229895	776449.9
6.887522289300641e-09	-6.8336536e-09	3.3408973e-08	0.7454738	770728.1
6.890004484080928e-09	-1.8982371e-08	1.8223076e-08	0.7383358	765179.2
6.892512237646239e-09	-1.9362018e-08	-6.074359e-09	0.7307147	759710.9
6.895020198081236e-09	-1.176907e-08	-1.8223076e-08	0.72271085	754401.94
6.897502704732676e-09	-3.7964742e-10	-1.2148718e-08	0.7144624	749325.4
6.90001105025559e-09	-1.8982371e-10	-1.2148718e-08	0.70586383	744396.2
6.902519492453357e-09	6.074359e-09	-6.074359e-09	0.69706583	739687.9
6.905002559764782e-09	1.38571306e-08	-1.5185897e-08	0.6882147	735262.94
6.907511167392684e-09	2.2778845e-08	-9.111538e-09	0.6791755	731048.6
6.910019795857404e-09	2.2778845e-08	6.074359e-09	0.6701237	727108.25
6.912503013479634e-09	2.4297435e-08	1.2148718e-08	0.6612879	723493.1
6.915012084630214e-09	1.1009775e-08	3.3408973e-08	0.6526285	720142.75
6.917521375167479e-09	-1.1009775e-08	3.0371794e-08	0.64435935	717109.7
6.920005163737658e-09	-2.6195671e-08	2.4297435e-08	0.6366624	714431.9
6.922514726248245e-09	-3.227003e-08	3.0371794e-09	0.62947744	712064.94
6.92502424304893e-09	-2.0311138e-08	-1.5185897e-08	0.6229794	710047.7
6.927508217239166e-09	-3.986298e-09	-3.3408973e-08	0.6173287	708403.4
6.930017973136952e-09	6.454006e-09	-3.6446153e-08	0.61254	707104.3
6.932502284655904e-09	9.870833e-09	-2.4297435e-08	0.6088192	706182.3
6.935012219382509e-09	1.7273958e-08	-9.111538e-09	0.6061434	705622.1
6.937522354656875e-09	2.4107612e-08	-6.074359e-09	0.60457474	705437.4
6.9400068389794455e-09	3.018197e-08	-9.111538e-09	0.6041257	705624.94
6.942517016020213e-09	3.1131087e-08	6.074359e-09	0.6047956	706188.1
6.945001590705181e-09	1.84129e-08	1.2148718e-08	0.6065704	707113
6.947511920657246e-09	0	3.3408973e-08	0.609485	708415.2
6.950022284769489e-09	-1.3097836e-08	2.1260256e-08	0.6134937	710081.94
6.952506992963018e-09	-1.6324838e-08	6.074359e-09	0.61845213	712084
6.955017269469957e-09	-1.456897e-08	0	0.6243483	714454.7
6.957501799110949e-09	-6.3353665e-09	-9.111538e-09	0.6309628	717136.2
6.960011832323023e-09	-2.9422675e-09	-1.8223076e-08	0.6383487	720173.2
6.9625217783467176e-09	-1.6016376e-10	-1.5185897e-08	0.646351	723527.7
6.9650060676570736e-09	4.1168016e-09	-1.2148718e-08	0.65478146	727147.44
6.967515964397807e-09	1.5897736e-08	-1.2148718e-08	0.663703	731092.8
6.970000122254551e-09	2.2399197e-08	-9.111538e-09	0.6728019	735267.75
6.972509837575774e-09	2.5673657e-08	6.074359e-09	0.6821372	739741.44
6.975019223515205e-09	1.2718188e-08	1.2148718e-08	0.69152075	744454.44
6.977502948776589e-09	3.7964742e-10	2.4297435e-08	0.70079803	749336.7
6.9800119803796936e-09	-1.3667307e-08	2.1260256e-08	0.7100983	754469.1
6.982520989879982e-09	-2.1877183e-08	1.2148718e-08	0.71925414	759782.3
6.985004193850218e-09	-2.3822876e-08	-1.2148718e-08	0.7281048	765198.44
6.987512871200567e-09	-1.3477483e-08	-1.6704487e-08	0.7367717	770807.7
6.99002137889195e-09	-5.220152e-09	-2.4297435e-08	0.7451223	776532.5
6.992504092478787e-09	6.548918e-09	-3.0371794e-08	0.75307006	782290.25
6.995012321202346e-09	2.2636478e-08	-1.8223076e-08	0.7607947	788177.2
6.997520313915444e-09	2.3680508e-08	-3.0371794e-09	0.7682156	794110.56
7.000025701837612e-09	1.9646754e-08	1.5185897e-08	0.77531004	800054.1
7.002509345275783e-09	1.5411313e-08	2.5816025e-08	0.78201175	805272.1
7.005017082590239e-09	-5.955719e-09	2.7334615e-08	0.7884217	810520.06
7.007524486543585e-09	-2.9043028e-08	1.2148718e-08	0.7944948	815725.44
7.010006149580127e-09	-3.19764e-08	-7.5929485e-09	0.8002276	820816.2
7.012513262096798e-09	-1.562783e-08	-1.5185897e-08	0.8057563	825876.6
7.0150202920688675e-09	9.965745e-10	-2.2778845e-08	0.8110194	830834.25
7.017501698876279e-09	1.5826553e-08	-3.0371794e-08	0.8159413	835620.8
7.020008517273689e-09	2.6243129e-08	-3.0371794e-09	0.8206106	840315.6
7.022515138661281e-09	2.133144e-08	1.8223076e-08	0.82500494	844850.2
7.025021591043602e-09	6.9641573e-09	2.4297435e-08	0.8291801	849206.5
7.02750244675723e-09	-1.4948617e-09	2.5816025e-08	0.83312756	853326.2
7.030008773410173e-09	-1.6312976e-08	1.9741666e-08	0.8368962	857277.56
7.03251499720877e-09	-2.818882e-08	0	0.8404116	861001.8
7.03502116313392e-09	-1.7890885e-08	-1.8223076e-08	0.84367305	864483.75
7.037501627436363e-09	-3.0609073e-09	-2.8853204e-08	0.846682	867678.4
7.040007551162136e-09	1.2789372e-08	-1.9741666e-08	0.8495225	870638.9
7.042513522807623e-09	2.982605e-08	-1.5185897e-09	0.85215324	873319.1
7.0450192925127225e-09	2.7358341e-08	1.2148718e-08	0.85453653	875708.56
7.047525041509324e-09	2.5388922e-09	3.3408973e-08	0.85662454	877797.6
7.0500052623912345e-09	-2.2612749e-08	2.2778845e-08	0.85840094	879561.8
7.052510899709387e-09	-2.6053304e-08	-3.0371794e-09	0.8599292	881030.3
7.055016538951938e-09	-1.1389423e-08	-1.8223076e-08	0.8611982	882177.5
7.057522130084599e-09	6.2167267e-09	-2.4297435e-08	0.862168	882998.8
7.060002181595552e-09	2.201955e-08	-7.5929485e-09	0.86278653	883487.8
7.062507667198207e-09	1.9646754e-08	1.9741666e-08	0.86306274	883652.56
7.0650131646439365e-09	-5.030328e-09	2.2778845e-08	0.8630075	883485.9
7.06751866974034e-09	-1.6657031e-08	3.0371794e-09	0.862647	882988.1
7.070024184841909e-09	-5.5997993e-09	-1.3667307e-08	0.86198103	882161.44
7.072504159950048e-09	3.986298e-09	-4.555769e-09	0.8609977	881022.5
7.075009661658938e-09	4.128666e-09	3.0371794e-09	0.859658	879552.2
7.077515159995382e-09	-2.0880608e-09	1.5185897e-09	0.85798967	877766.6
7.080020779651965e-09	-6.454006e-09	1.5185897e-09	0.8560443	875672.7
7.082500835334977e-09	-1.8033253e-09	-1.2148718e-08	0.8538687	873304.56
7.085006448415554e-09	8.0675076e-09	-1.2148718e-08	0.85140544	870623.06
7.087512241044718e-09	1.5185897e-08	9.111538e-09	0.84865534	867661.4
7.090018014491891e-09	-8.542067e-10	2.4297435e-08	0.84562916	864431.4
7.092523785140716e-09	-1.9172194e-08	1.2148718e-08	0.8423587	860945.94
7.09500417371785e-09	-1.5470633e-08	-1.5185897e-08	0.8389071	857257.8
7.0975101880921655e-09	-3.4168268e-09	-1.6704487e-08	0.83520937	853305.8
7.100016204997071e-09	1.2243629e-08	-1.2148718e-08	0.83127356	849142.25
7.1025223984051684e-09	1.8602723e-08	6.074359e-09	0.8270749	844783.5
7.105003052813983e-09	5.030328e-09	2.5816025e-08	0.82266265	840294.4
7.10750935382573e-09	-1.8982371e-08	1.8223076e-08	0.8179733	835599.9
7.11001579431897e-09	-2.1924638e-08	-9.111538e-09	0.8130623	830763.75
7.112522250763153e-09	-2.657532e-09	-1.5185897e-08	0.8079053	825805.6
7.11500328894204e-09	7.972596e-09	-6.074359e-09	0.8025285	820796.8
7.1175100174720395e-09	7.213301e-09	-1.5185897e-09	0.79680324	815654.25
7.120016795985927e-09	6.8336536e-09	7.5929485e-09	0.79079217	810449.44
7.122523779439499e-09	0	4.555769e-09	0.7845155	805202.7
7.125005156837751e-09	-7.0234774e-09	0	0.77805704	799989.2
7.1275123327640056e-09	1.8982371e-10	-6.074359e-09	0.7712766	794721.5
7.1300196314973515e-09	1.328766e-08	3.0371794e-09	0.76421976	789474.56
7.132501337905125e-09	5.884535e-09	1.2148718e-08	0.7569672	784322.3
7.135008888751277e-09	-8.162419e-09	1.2148718e-08	0.74940425	779178.3
7.137516446168872e-09	-1.1579246e-08	3.0371794e-09	0.7416562	774117
7.140024213543692e-09	-1.5185897e-08	-1.2148718e-08	0.7337632	769158.1
7.142506449672599e-09	-1.0630128e-08	-1.8223076e-08	0.7258365	764370.2
7.145014451186755e-09	1.1199599e-08	-3.0371794e-08	0.71773815	759673.4
7.147522526063112e-09	2.2778845e-08	3.0371794e-09	0.70958716	755136.6
7.150005180288421e-09	1.3097836e-08	1.8223076e-08	0.7015318	750821.4
7.1525134255136606e-09	-1.1389423e-09	1.2148718e-08	0.69349396	746656
7.15502194178471e-09	-8.352243e-09	1.5185897e-08	0.68564075	742702.2
7.157504901434911e-09	-1.5755369e-08	0	0.6781114	739012.8
7.160013674169575e-09	-1.0440304e-08	-6.074359e-09	0.6708009	735526.2
7.1625224791001736e-09	6.2641825e-09	-9.111538e-09	0.66385084	732295.8
7.165005819684499e-09	-3.7964742e-10	9.111538e-09	0.6574009	729363.06
7.1675148152385e-09	-1.4616425e-08	-6.074359e-09	0.651406	726679.5
7.170023981213724e-09	-1.7084133e-08	-6.074359e-09	0.64602053	724287.4
7.172507701252208e-09	-1.1579246e-08	-1.2148718e-08	0.64135426	722215.7
7.175017082457383e-09	-2.657532e-09	-2.4297435e-08	0.6373466	720430.5
7.177501013045735e-09	1.3667307e-08	-2.7334615e-08	0.63410175	718974.8
7.1800104990105006e-09	2.5246553e-08	6.074359e-09	0.631587	717824.8
7.182520210158553e-09	2.0500961e-08	2.1260256e-08	0.6298792	717001.6
7.18500429033558e-09	8.542067e-09	1.2148718e-08	0.62901354	716511.8
7.18751407451166e-09	1.8982371e-10	1.5185897e-08	0.6289813	716347.3
7.190023874043904e-09	-9.111538e-09	1.2148718e-08	0.6297772	716515.56
7.192508085609493e-09	-6.64383e-09	6.074359e-09	0.63134	717009.1
7.195017887893848e-09	-5.5048877e-09	9.111538e-09	0.63365585	717836
7.197502177872045e-09	-1.328766e-08	6.074359e-09	0.6366446	718976.56
7.2000119291957835e-09	-2.1165343e-08	-6.074359e-09	0.6403378	720449.25
7.202521711285537e-09	-1.8033253e-08	-1.8223076e-08	0.6446632	722238.5
7.205005737328482e-09	-7.1658453e-09	-2.7334615e-08	0.6495005	724313.9
7.207515447268438e-09	1.2148718e-08	-3.0371794e-08	0.6548688	726710.25
7.21002505483691e-09	3.388353e-08	-1.5185897e-08	0.6606389	729397.94
7.212509027362074e-09	3.4524188e-08	1.2148718e-08	0.6666765	732334.7
7.215018545639329e-09	1.2267357e-08	2.4297435e-08	0.6730543	735569.3
7.217502356944333e-09	-1.036912e-08	1.2148718e-08	0.6795975	739023.1
7.220011849501924e-09	-1.6941765e-08	6.074359e-09	0.68638545	742753.9
7.22252112354576e-09	-1.4723201e-08	3.0371794e-09	0.69328296	746712
7.225004632095735e-09	-8.1742835e-09	-9.111538e-09	0.70015556	750838.1
7.2275135415792524e-09	-1.4829977e-09	-9.111538e-09	0.70710075	755200.7
7.230022247118436e-09	-8.470883e-09	0	0.714023	759741
7.23250529376909e-09	-5.0540563e-09	-1.5185897e-08	0.7208411	764392.5
7.235013958695378e-09	1.0440304e-08	-1.5185897e-08	0.72768533	769232.75
7.237522527806431e-09	1.8258667e-08	-2.1260256e-08	0.73446375	774194.9
7.240005443309397e-09	1.7357005e-08	1.2148718e-08	0.7410843	779207.5
7.242513760394567e-09	1.9255243e-08	3.0371794e-08	0.7476726	784353.4
7.245021925918485e-09	-5.4692957e-09	3.0371794e-08	0.75417197	789561.25
7.247504217200768e-09	-3.089381e-08	9.111538e-09	0.7605374	794756.25
7.250026002953618e-09	-2.777358e-08	-6.074359e-09	0.7669495	800010.7
7.252509503934997e-09	-1.1686022e-08	-1.8223076e-08	0.7731434	801032.06
7.255017467885833e-09	4.1405297e-09	-1.2148718e-08	0.7790202	802059.44
